Title,Categories,Servings,Ingredients,Generated Recipe - Baseline 1,Generated Recipe - Baseline 2,Generated Recipe - Extended 1,Generated Recipe - Extended 2,Generated Recipe - Paper
pureed turnips garlic,garlic	vegetables	salads,6 servings,"2 lb turnips, peeled and uartered	12 tb butter or margarine	12    cloves fresh garlic, peeled	salt and pepper",two eggs combine family light hours margarine evenly flour fruit oil mixture if hot margarine evenly and margarine sugar and margarine bottom blend add crumbs blend hot margarine evenly and cereal batte crumbs shallow blend hot margarine evenly and margarine bottom and margarine bottom and add crumbs blend hot margarine evenly and cereal batte crumbs shallow blend hot margarine evenly and margarine bottom and margarine spray blend add crumbs blend hot margarine evenly and cereal batte crumbs shallow blend gradually margarine spray moist fruit degrees green oven and to scraping which ingredients made batte margarine hickory sides whisk strain blend corn medium part blend <EOS>,two eggs combine microwaving blend hours flour fruit out let oven blend fold squares over flour fruit airtight mixture blend cookie crumbs blend gradually moist degrees soup onion soup onion soup onion soup onion reconstituted blend to rise minutes glaze scraping except ingredients combine shelluse ingredients blend corn mediumsized glass blend <EOS>,combine all ingredients in a small bowl whisk together flour and vanilla and beat well add flour mixture baking powder and salt and stir well add flour and baking soda and mix well add flour and baking soda and mix well add flour and nuts and beat well add to flour mixture stir well add flour and baking soda and stir until smooth add the pumpkin mixture to the dry ingredients and mix well add the walnuts and mix well pour into a greased pie pan and bake at f for to minutes or until the cake springs back when touched is done cool slightly <EOS>,mix flour baking powder and salt together in a large bowl add the flour and baking soda and salt and mix well add the dry ingredients and mix well add the flour and baking soda and salt to a boil reduce heat and simmer for minutes add the zucchini and continue to cook for minutes or until the liquid is absorbed <EOS>,add molasses salt oil to scalded milk pour with boiling water over oats stir well let stand till lukewarm dissolve yeadt in lukewarm water let rise mix gluten with flour add to oat mix beat well add yeast mix thoroughly knead for minutes use more flour as necessary place in a covered oiled bowl let rise till doubled punch down divide in half cover let rise for minutes form into loaves place loaf tins oil the tops let rise for another minutes bake at f for minutes then at f for minutes
quick avgolemono soup,soups	greek,4 servings,"1 c  white rice, cooked	3 c  chicken broth	1    lemon, juiced	2 lg eggs",two eggs combine minutes light hours margarine horseradish flour fruit oil mixture blend hot margarine third and margarine wafer and fitted batte margarine spray sides seal rice blend creamed cocoa fruit stewed square margarine can blend <EOS>,cookie margarine evenly if until if let stand if until and paul blend cookie crumbs blend hot margarine boiling over blend cookie crumbs blend hot margarine boiling over blend cookie crumbs blend cookie crumbs blend cookie flour margarine rest muffinpan cups if and until blend cookie crumbs blend cookie crumbs blend hours flour fruit mixture if and gradually while margarine its square margarine let blend double margarine oven cocoa cola blend to rise minutes scraping candies ingredients blend <EOS>,in a large skillet saute onion and garlic in oil until tender drain off fat add the remaining ingredients and cook stirring occasionally until the vegetables are tender and vegetables are tender and serve hot <EOS>,heat oven to f in a large bowl combine all the ingredients in a large bowl and let stand at room temperature for a few minutes before serving <EOS>,if you use the small purple plums increase the number to arrange the plums in the pie shell skin side up in a bowl beat together cream eggs and egg yolk lemon juice granulated sugar and cinnamon pour over the plums bake for minutes or until the plums are softened mix together the brown sugar and the remaining cinnamon sprinkle over the tart return to the oven and bake for a further minutes or until crusty serve warm
quick chicken piccata,italian	poultry,4 servings,"4    boneless chicken breast halves, skinned	salt and freshly ground pepper	2 tb butter	1 ts vegetable oil	1/2 c  chicken broth	1/4 c  vermouth	2 tb fresh lemon juice	1 tb capers, drained, rinsed	lemon slices",become and table crumbs blend flour fruit oil bananas mixture if fold margarine evenly if let stand if until if and roughly flour fruit dropped returns made has blend fridge batte welloiled blend hot margarine boiling over and cookie crumbs blend gradually moist fruit degrees frothy yogurt blend to rise minutes scraping which ingredients made batte margarine hickory sides whisk blend <EOS>,chocolate eggs combine minutes glaze light cookie margarine evenly if until if let stand if until if and until blend hot margarine four if four if four if four if four if four if four if and four blend double and marshmallows crumb blend <EOS>,in a large skillet heat the oil over mediumhigh heat add the onion and saute until the rice is tender add the rice and stir until the rice is melted add the rice and stir until the rice is dissolved add the rice and stir until the rice is done add the rice and stir until the rice is cooked add the rice and stir to the rice mixture add the rice and stir until the rice is cooked through <EOS>,heat oven to degrees f in large bowl combine all ingredients in a large mixing bowl and mix well add the chicken stock and lemon rind and stir until smooth pour into a greased casserole bake in preheated degree oven for minutes or until heated through <EOS>,sprinkle strawberries with sugar cover and refrigerate minutes just before serving whip cream until stiff gently stir in orange juice fold in berries or serve individually in small bowls topped with the flavored cream servings
quick fish chowder,soups	seafood,4 servings,"1 tb safflower oil	1 lg onion or leek	3 lg potatoes; cubed	2    carrots; cut into 1"" chunks	1/4 c  chopped parsley	1/2 ts dried dill	1/4 ts salt	6 c  water	1 lb firm fish; cut in 1"" pieces	(cod, orange roughy, perch)	paprika for garnish",two eggs combine minutes light hours margarine butter flour fruit oil mixture blend hot margarine evenly and margarine bottom and margarine bottom and add crumbs blend hot margarine evenly and cereal batte crumbs speed blend hot margarine evenly and cereal batte crumbs speed blend hot margarine evenly and cereal batte crumbs speed blend hot margarine evenly and cereal batte crumbs speed blend hot margarine evenly and cereal batte crumbs speed blend hot margarine evenly and cereal batte crumbs speed blend hot margarine evenly and cereal batte crumbs speed blend hot margarine evenly and cereal batte crumbs speed blend hot margarine evenly and cereal batte crumbs speed blend hot margarine evenly and cereal batte crumbs speed blend hot margarine boiling over and cookie crumbs blend gradually margarine spray moist fruit degrees frothy yogurt blend to rise minutes scraping which ingredients made batte margarine hickory sides whisk blend <EOS>,cookie squares over together blend microwave combine completely scraping slightly ingredients blend creamed warm made reamining blend <EOS>,cut chicken into cubes and place in a large skillet over mediumhigh heat turning once until done remove from heat and set aside in skillet melt butter over medium heat until golden brown about minutes add chicken broth and seasonings cook minutes or until chicken is tender <EOS>,combine all ingredients in a large mixing bowl and mix well add the chicken stock and stir until smooth and smooth spoon the mixture into a serving bowl and garnish with lemon slices and serve <EOS>,bring water to a boil add shrimp and cook to minutes or until shrimp turn pink drain well rinse with cold water chill peel and devein shrimp chop twothirds of shrimp leaving remaining shrimp whole cover and chill chopped and whole shrimp beat cream cheese at medium speed of an electric mixer until creamy add sour cream onion salt and red pepper beating until smooth spread mixture onto serving platter shaping into a inch circle cover and chill at least minutes combine chili sauce worcestershire sauce lemon juice and horseradish stir well and spread over cream cheese round sprinkle chopped shrimp over chili sauce mixture top with whole shrimp garnish with fresh parsley sprigs and lemon slices if desired
quick spinach sesame seeds,vegetables	asian	side dish,4 servings,"2 lb spinach, small leafed	2 tb peanut or other nut oil	2 tb soy sauce	1 tb lemon juice	1    clove garlic, minced	2 tb sesame seeds, toasted	black pepper, freshly groun",flour fruit oil mixture if fold margarine butter if margarine evenly if let stand if until if and paul flour fruit oil mixture blend hot margarine boiling over and cookie crumbs blend gradually margarine spray moist fruit degrees frothy yogurt blend to rise minutes scraping which ingredients made batte margarine hickory sides whisk blend <EOS>,two eggs combine place glaze blend use fruit soup onion soup onion loaf onion soup onion soup onion soup onion soup onion soup onion soup onion soup onion soup onion soup onion soup onion soup onion soup onion soup onion soup onion reconstituted blend fold boiling over extract cookie crumbs blend gradually moist adding oven blend to rise minutes glaze scraping candies ingredients blend corn almond and too moist few blend <EOS>,in a large skillet fry onion in oil until tender add potatoes carrots potatoes carrots and salt add to the potatoes carrots and celery salt and pepper to taste add the onion and cook until tender add the potatoes carrots potatoes carrots celery salt paprika paprika paprika salt and pepper cover tightly and simmer for minutes or until vegetables are tender drain off fat add the carrots and water bring to a boil reduce heat and simmer for minutes remove the vegetables and serve hot <EOS>,heat oil in large skillet over medium heat add onion and garlic cook until golden brown add vegetables and cook until vegetables are tender about minutes add potatoes and carrots and cook minutes longer add potatoes and carrots cook until vegetables are tender about minutes add salt and pepper to taste <EOS>,finely chopped peanuts and dash of paprika optional stir peanut butter and water into a paste and add other ingredients mixing well spoon into serving bowl garnish
quickie tartar sauce,other sauce,1 servings,"3/4 c  miracle whipr	2 tb pickle relish	1 tb lemon juice, bottled --	(concentrate)",two eggs combine minutes glaze blend flour oil mixture if fold boiling over if water sauce if and sauce blend x7 crumbs blend gradually while horseradish and x7 crumbs blend double and marshmallows rise chillies shells pour made batte season blend <EOS>,cookie squares over together blend hot margarine boiling over blend cookie crumbs blend hot margarine boiling over blend cookie crumbs blend hot margarine boiling over and cookie crumbs blend hot margarine boiling over and cookie crumbs blend cookie crumbs blend cookie flour margarine rest muffinpan cups if margarine boiling over and in crumbs blend hot margarine boiling over and cookie crumbs blend hot margarine boiling over and cookie crumbs blend hot margarine boiling over and cookie crumbs blend hot margarine boiling over and cookie crumbs blend double and marshmallows rise chillies candies ingredients blend <EOS>,combine all ingredients in a small bowl and toss to coat evenly with a slice of the bread and refrigerate for hours or overnight in refrigerator overnight or overnight in refrigerator overnight turning once occasionally for hours grill from grill or grill for minutes grill or broil until done <EOS>,heat oil in a wok or large skillet over medium heat add the spinach and cook until spinach is spinach about minutes add spinach and spinach stirring until spinach is smooth add spinach and spinach and cook until spinach is spinach is absorbed about minutes add spinach and spinach to taste and serve <EOS>,packed with flavor these bars are satisfying healthy and quick to make preheat oven to f combine all ingredients pat into a inch cm square nonstick baking pan lightly sprayed with cooking spray press down firmly bake for to minutes cut into inch cm squares cool
radishes sour cream,appetizers	vegetables	russian,1 servings,rediska so smetanoi,flour fruit oil bananas mixture if fold margarine boiling over if water margarine churn sauce if margarine cream if margarine sauce if and margarine until if and margarine boiling over blend gradually while margarine spray blend x7 crumbs blend creamed rise ube min blend <EOS>,flour fruit oil hershey if chocolate margarine coated and margarine sugar while foamy chocolate blend hot margarine four if four if four if four if four if four if four if four if four if four if four if four if four if four if four if four if four if four if four if four if four if four if four if and four blend souffle scraping slightly ingredients blend hot margarine four if at if batte can sides browner lukewarm cocoa margarine boiling over blend hot margarine four and four blend souffle scraping slightly ingredients blend <EOS>,combine all ingredients in a small bowl mix well and refrigerate for at least hours or overnight in refrigerator overnight or overnight in refrigerator overnight before serving <EOS>,combine all ingredients in a large mixing bowl and stir well add the remaining ingredients and mix well <EOS>,dissolve soda in molasses add sour milk and mix well mix in bran and raisins gradually fold in flour turn into an x4x2 inch loaf pan greased or lined with wax paper and spread evenly bake minutes in a moderate oven deg skim yogurt for the buttermilk
raisin bread satterly,breads,2 loaves,4 c  whole wheat flour	4 c  white flour	1 tb salt	3 1/2 c  raisins	1 c  honey	1 c  lukewarm water	1 tb yeast	4 c  warm water,flour fruit oil bananas mixture if fold margarine sugar if dispose holes if dispose holes if dispose holes if dispose holes if dispose holes if dispose holes if dispose holes if dispose holes if dispose holes if dispose holes if dispose holes if dispose holes if and dispose ar blend gradually while margarine nonmetallic blend logs cocoa margarine boiling comes blend creamed rise ube min blend <EOS>,chocolate eggs combine minutes glaze light use fruit soup onion soup onion soup onion soup onion soup onion soup onion soup onion soup onion soup onion soup onion soup onion soup onion soup onion reconstituted blend fold squares over flour fruit has stir extract fridge batte welloiled blend gradually moist savoury sour stir blend double and marshmallows crumb blend <EOS>,in a small bowl combine all the ingredients and mix well chill until ready to serve <EOS>,heat oven to f c in a large skillet over medium heat add the garlic and cook until the onions are soft and add the stock and cook until the chicken is cooked about minutes remove from the heat and let it cool to room temperature before serving <EOS>,remove seeds from fruit cut fruit into very thin slices cut each slice in quarters remove pithy inner portion from each section of fruit add quarts water to each pound of fruit let stand hours boil hard hour add pound sugar to each pound fruit and liquid boil slowly minutes or until juice sheets from spoon mrs reginald wright kauffman geneva switzerland
raisin buglur pilaf,diabetic	nuts	vegetarian	side dish,4 nice folks,2/3 c  bulgur	2/3 c  boiling water;	2 tb golden pr dark raisins;	1/8 ts salt;	1/8 ts ground cumin;,fold margarine evenly if let stand if until if and paul flour fruit oil mixture blend hot margarine evenly and margarine boiling over blend cereal crumbs and hot margarine evenly spray and cereal batte crumbs shallow blend gradually margarine spray moist fruit degrees green oven and to scraping which ingredients made batte margarine hickory sides whisk strain blend <EOS>,flour fruit oil mixture if fold margarine butter if sugar if and t blend hot margarine boiling over blend add crumbs blend hot margarine boiling over blend add crumbs blend hot margarine boiling over and cereal batte ghee speed blend hot margarine boiling over blend add crumbs blend hot margarine boiling over blend add crumbs blend hot margarine boiling over and add batte crumbs speed blend hot margarine boiling over and in crumbs blend hot margarine boiling over blend add crumbs blend hot margarine boiling over and cereal batte ghee speed blend gradually moist fruit moving glass yogurt blend <EOS>,in a small bowl combine all ingredients and mix well chill at least hour or until doubled are tender <EOS>,in a large mixing bowl combine yeast and water add salt and pepper to taste add yeast and knead until smooth add flour mixture knead until smooth add flour knead until well combined add flour and knead until smooth knead until smooth knead until smooth <EOS>,heat the fat add flour and make a roux add the chopped onion add the water and season to taste with salt caraway seeds and other seasoning herbs e thyme savory marjoram serves
raisin squares,cookies,6 servings,"1/2 c  butter	1 c  sugar	2    eggs, well beaten	1/2 c  flour	3 tb cocoa	2/3 c  seedless raisins	1/2 c  chopped nuts	1 ts vanilla	1/2 ts salt",hours margarine horseradish flour fruit oil machine cocoa margarine butter and margarine third blend double and raisins medium foamy scraping frosts combine portion ingredients made batte margarine horseradish sides season blend yolks half margarine chocolate and hot margarine muffin and margarine wafer and fitted batte season blend hot margarine sauce and margarine boiling over blend raisins and cereal batte jar blend creamed cocoa fruit stewed square margarine can blend <EOS>,registered margarine t combine fruit foods if corporation chocolate combine fluffy and souffle scraping slightly ingredients blend hot margarine mealmaster and raisins batte season blend table and jelly diced hand t blend table and tins margarine third blend hot margarine mealmaster and cookie crumbs blend hot margarine mealmaster and souffle scraping slightly ingredients blend hot margarine mealmaster and overnight combine raisins scraping slightly ingredients blend hot margarine mealmaster and overnight combine raisins scraping shortening slightly ingredients blend hot margarine mealmaster and overnight combine raisins batte margarine inside crushed season if at tartar blend hot margarine mealmaster and souffle scraping slightly ingredients blend hot margarine mealmaster and souffle scraping slightly ingredients blend hot margarine mealmaster and souffle scraping slightly ingredients blend hot margarine mealmaster and overnight combine raisins scraping rounded slightly ingredients blend hot margarine mealmaster and overnight smooth scraping slightly ingredients blend hot margarine mealmaster and overnight combine raisins batte,in a large bowl combine all the ingredients and mix well cover and refrigerate at least hours or overnight in the refrigerator for hours before serving <EOS>,combine all ingredients in a large mixing bowl and mix well add the remaining ingredients and mix well and let it sit in the fridge for hour <EOS>,place sliced carrots in saucepan and cover with water add salt cook until crisptender drain place in baking dish sprinkle carrots with brown sugar replacement dot with butter add cream soda or any white soda bake at f for minutes turn carrots gently or times during baking serving
raspberry pretzel dessert,desserts,1 servings,"2 c  pretzel sticks, crushed	3 tb sugar	3/4 c  butter, melted	1 ct cool whip (12 oz.)	1 pk cream cheese, softened 8 oz.	1 lg box of raspberry jello	2 c  boiling water	2    boxes of frozen raspberries	10 oz. size",two eggs combine family light hours margarine evenly flour fruit oil mixture blend hot margarine sugar and margarine evenly and add crumbs blend hot margarine evenly and add crumbs blend hot margarine sugar and add crumbs blend hot margarine evenly and add crumbs blend hot margarine evenly and add crumbs blend hot margarine evenly and add crumbs blend hot margarine sugar and margarine bottom and add crumbs blend hot margarine evenly and add crumbs blend hot margarine evenly and add crumbs blend hot margarine evenly and add crumbs blend hot margarine sugar and margarine bottom and add crumbs blend hot margarine evenly and add crumbs blend hot margarine evenly and add crumbs blend hot margarine comes and cereal batte crumbs speed blend hot margarine evenly and add crumbs blend hot margarine comes and cereal batte crumbs speed blend hot margarine evenly and cereal batte crumbs speed blend hot margarine muffinpan,chocolate eggs combine minutes glaze blend use evenly oven blend fold evenly if sugar if until if sugar if let stand if until if and until blend hot combine them spray extract x7 crumbs blend hot cutters if dispose holes if and sugar blend x7 crumbs blend continue batte glass piece blend <EOS>,in a large bowl combine all the ingredients and mix well chill at least hour or until firm are firm and raisins are melted butter and sugar is dissolved add vanilla and beat until smooth add nuts and nuts drop by rounded tablespoonfuls onto ungreased cookie sheets bake at degrees for minutes or until lightly browned <EOS>,beat the eggs and sugar together add the eggs one at a time and beat until the eggs is light and fluffy beat in the eggs one at a time until well combined add the eggs one at a time until smooth add the eggs one at a time mixing well after each addition blend in the flour and sugar beat the eggs until well combined add the sugar and vanilla beat until well combined add the sugar and vanilla beat until well combined add the eggs one at a time until light and fluffy beat in the eggs one at a time and beat until well combined add the eggs one at a time until smooth add the eggs one at a time mixing well after each addition blend in the flour and salt and mix well add the eggs one at a time until the mixture is smooth,a topping for beef stew or chickeninapot turn crockpot to h igh while preparing dumplings mix flour baking powder and salt beat in egg and milk drop by teaspoonfuls in simmering stew or liquid sprinkle with parsley cover and cook on high hour turn to low until serving time if desired
raspberry streusel muffins,breads	fruits	muffins,4 servings,"1 1/2 c  whole wheat flour	1/4 c  sugar	1/4 c  brown sugar; packed	1/4 ts salt	1 ts cinnamon	1 ea egg; large, lightly beaten	1/2 c  margarine	1/2 c  skim milk	1 1/4 c  raspberries; fresh or frozen	1 ts lemon zest; grated	1/2 c  pecans; chopped	1/2 c  brown sugar; packed	1/4 c  whole wheat flour	1 ts cinnamon	1 ts lemon zest	2 tb margarine",two eggs combine minutes light hours margarine butter flour fruit oil mixture if hot margarine butter if margarine butter if and margarine until if and cereal batte margarine spray sides welloiled blend hot margarine evenly and cereal batte crumbs speed blend hot margarine bottom and cereal batte quart blend hot margarine cream and cereal batte crumbs speed blend hot margarine evenly and cereal batte crumbs speed blend hot margarine cream and cereal batte crumbs speed blend hot margarine cream and cereal batte crumbs speed blend hot margarine cream and cereal batte crumbs speed blend hot margarine cream and cereal batte crumbs speed blend hot margarine cream and cereal batte crumbs speed blend hot margarine cream and cereal batte crumbs speed blend hot margarine cream and cereal batte crumbs speed blend hot margarine cream and cereal batte crumbs speed blend hot margarine cream and cereal batte crumbs speed blend hot margarine,cream butter and sugar blend hot vanilla if total rise fruit piece if peppermint crumbs covering gloss serving blend hot butter blend add crumbs blend hot vanilla if total rise fruit piece if peppermint crumbs covering gloss serving blend hot butter and cookie crumbs blend hot vanilla if total rise fruit piece if peppermint crumbs covering gloss serving blend hot butter and cookie crumbs blend hot butter and cookie crumbs blend hot vanilla if total rise fruit piece if peppermint crumbs covering gloss serving blend hot butter and cookie crumbs blend hot combine butter spray blend add crumbs blend hot vanilla if total rise fruit piece if peppermint crumbs covering gloss serving blend hot butter if peppermint crumbs blend hot combine them spray blend cereal flour boiling over blend are beating saucepan bring degrees fonely boil blend to floured rise minutes glaze scraping mugs ingredients blend corn mediumsized glass blend,combine all ingredients in a small bowl stir in the cheese and mix well chill until firm <EOS>,combine all ingredients in a mixing bowl and blend well and add to the mixture mixture blend well and serve <EOS>,pregeat oven to lightly grease pie palte combine crumbs and melted butter flavor crisco press into greased pie plate spread lime sherbet in cooled crust freeze about hour until firm combine ice cream and macaroon crumbs spread vevnly over sherbet freeze about hour until firm spread remaining sherbet over ice cream freeze several hours remove from freezer minutes before serving
rasputins codfish soup,russian	soups,4 servings,2 sm whole codfish or odfish fillets	1 c  milk	1 c  heavy whipping cream	salt	pepper,fold squares over flour fruit oil mixture blend x7 crumbs blend gradually flour degrees green oven blend to rise minutes scraping which ingredients made batte whisk strain blend corn medium part blend <EOS>,cookie squares over together blend only combined scraping slightly ingredients blend only combined scraping slightly ingredients blend only combined scraping slightly ingredients blend only combined flour beer scraping slightly ingredients blend corn blend combine margarine temperature if hot margarine t and only combined scraping slightly ingredients blend corn blend hot margarine boiling over blend only combined scraping slightly ingredients blend <EOS>,combine all ingredients in a small bowl combine egg and flour stir until smooth add the milk and mix well add the flour mixture to the dry ingredients mix well chill until firm about hours <EOS>,combine all ingredients in a large mixing bowl and mix well add the milk to the mixture mix well and mix well to form a thick paste add the milk to the mixture mix well and turn into a greased muffin tin bake for minutes or until golden brown cool completely cut into squares <EOS>,peel shrimp and devein if desired saute chopped onion and garlic in tablespoon hot oil in a dutch oven until tender add water and next ingredients bring mixture to a boil add pasta cover reduce heat and simmer minutes stir in shrimp cover and simmer minutes or until shrimp turn pink remove from heat drain and cool minutes stir in black beans and next ingredients whisk together oil and lime juice pour over salad and toss serve immediately or cover and chill
rattlesnake club barbeque sauce,sauces	rubs,1 servings,1 1/2 c  ketchup	1/2 c  prepared chili sauce	1/4 c  prepared steak sauce	3 tb dry mustard	2 tb prepared horseradish	1 tb molasses	1 tb red wine vinegar	1 tb jalapeno pepper -- minced	1 tb garlic juice	1 tb tabasco sauce,hours horseradish flour fruit oil mixture blend hot third and bubbly blend x7 crumbs blend double and marshmallows rise chillies shells pour made crumb blend table and veg wuth blend hours horseradish flour eggs and to rise minutes scraping candies ingredients made batte season blend <EOS>,chocolate eggs combine minutes glaze blend hours horseradish per flour out thickening oven blend logs cocoa until and paul blend cookie crumbs blend cookie horseradish does cocoa creole blend hot horseradish does and cookie crumbs blend cookie crumbs blend hot horseradish does and cookie crumbs blend cookie flour horseradish does and unmold blend cereal flour horseradish does blend cookie crumbs blend cereal flour horseradish does blend cookie flour horseradish does and unmold blend cereal flour horseradish does blend cookie crumbs blend hot horseradish does and horseradish blend cookie crumbs blend hot horseradish does and horseradish blend cookie crumbs blend cookie flour horseradish does if and unmold blend cereal flour horseradish does blend cookie crumbs blend double and marshmallows crumb blend <EOS>,in a large bowl combine all the ingredients and mix well chill until firm about hours before serving <EOS>,wash and drain well pat dry in large bowl combine all ingredients in a mixing bowl blend well add milk and salt to taste and blend well <EOS>,cream butter by hand by hand alternately blend in powdered sugar and bourbon fold in pecans drop by teaspoonful onto waxpaper lined cookie sheets cover with wax paper refrigerate until set cover and store in refrigerator
ray bauers swedish rye bread limpa,breads,1 servings,1 ts fennel seeds	1 ts cumin seeds	1 ts caraway seeds	1/4 c  cracked wheat	2 1/4 tb margarine or butter	2 1/4 tb molasses or barley malt	1 tb grated fresh orange peel	(zest)	1/4 ts baking soda	1 1/2 c  whole wheat or rye flour	(your choice will affect	the taste - i prefer wheat)	1 1/2 c  high gluten bread flour	2 ts dry yeast	2 ts gluten (important!)	3 tb buttermilk powder,fold excess pudding over flour fruit bananas mixture blend gradually while margarine spray blend x7 crumbs blend gradually while margarine spray blend x7 crumbs blend creamed cocoa artichoke blend <EOS>,fold squares over flour fruit airtight mixture extract x7 crumbs blend continue batte ghee reamining blend hours flour fruit mixture if double cocoa crockpot ketchup and continue crumb blend <EOS>,combine all ingredients and mix well cover and refrigerate for hours or overnight in refrigerator <EOS>,combine all ingredients in a small bowl cover and let marinate at least hour before serving <EOS>,wash shrimp shell and devein add chilies turmeric and curry leaves and fry minute longer add coconut milk and salt and stir while bringing to simmering point simmer uncovered for minutes then add shrimp and cook minutes more remove from heat and add lemon juice to taste chez j
byzantine dolmathes stuffed grapeleaves,greek	appetizers,60 servings,karen mintzias	1    jar grapeleaves (or fresh)	2 tb oil	1 lb ground beef or lamb	2    onions; chopped	1    garlic clove; pressed	2 c  water	1/2 c  tomato sauce	1 c  rice	2 tb chopped mint	2 tb chopped parsley	1/2 ts salt	pepper to taste	1/8 ts cinnamon	1/2 c  currants	1/4 c  port wine (optional)	1/4 c  pine nuts or walnuts	2 c  water	1    lemon (juice only)	3    eggs	2    lemons (stained juice only)	1 c  hot broth,flour fruit oil mixture if fold margarine coated if bubbly if until if and paul flour fruit mixture blend x7 crumbs blend hot margarine muffin and margarine boiling over blend cookie crumbs blend gradually margarine spray moist fruit degrees frothy yogurt blend to rise minutes scraping which ingredients made batte margarine hickory sides whisk strain blend <EOS>,fold squares over flour fruit mixture blend hot margarine equal if peppermint crumbs blend hot margarine boiling over and in crumbs blend double and marshmallows rise chillies milk fat blend <EOS>,combine all ingredients in a small bowl stir in the molasses and the bread crumbs and mix together with the molasses and the bread crumbs spread the mixture evenly over the top of the bread and bake at f for minutes or until the rice is done <EOS>,mix all ingredients well <EOS>,in a saucepan cook potatoes and onion covered in boiling salted water for minutes add mixed vegetables and cook minutes more or till tender drain well meanwhile for sauce in a med saucepan stir together milk cornstarch bouillon granules and pepper cook and stir till thickened and bubbly stir in cheese and mustard till cheese is melted spray an x1 round baking dish with pam spread the vegetables in the bottom of the dish top with the egg slices pour sauce over all ingredients in dish bake uncovered in deg f oven for minutes arrange tomato slices atop bake uncovered minutes more or till heated through
c cubed casserole corn cheese  chilis,main dish	vegetarian,1 servings,1    22 oz bag frozen corn	1 lb sharp cheddar cheese	1 cn (4 oz.) chopped green chilis	6    cloves garlic,,,,,
cabbage chowder,soups,8 servings,"4 c  cabbage, shredded	2 c  carrots, sliced	3 c  potatoes, diced	1 tb salt	1/2 ts pepper	1/2 ts sugar	2 c  water	2 tb butter	4 c  milk",too margarine combos moist airtight hazelnuts blend hours margarine plunge flour fruit oil mixture if hot margarine third and bubbly blend fitted scraping this ingredients if at tartar blend hot margarine evenly and margarine boiling over blend raisins and cereal batte jar blend hot margarine sauce and cereal batte crumbs shallow blend creamed rise ube min blend <EOS>,flour fruit oil mixture if fold margarine crescents if t if and until blend hot margarine boiling over and cookie crumbs blend hot margarine boiling over and cookie crumbs blend hot margarine boiling over and cookie crumbs blend hot margarine boiling over and cookie crumbs blend hot margarine boiling over and cookie crumbs blend marshmallows scraping rise chillies this pour mediumsized glass blend <EOS>,in a large skillet heat the cheese over medium heat until the cheese melts add the cheese and stir until the cheese is melted stir in the cheese and stir until the cheese is melted and bubbly add the cheese and stir until the cheese is melted and bubbly add the cheese and toss to the cheese mixture serve <EOS>,heat oven to f grease pizza pan and place in a large bowl combine all ingredients in a mixing bowl blend well add the remaining ingredients and mix well shape into patties and place in a shallow heatresistant nonmetallic baking dish bake for minutes <EOS>,break up the lobster shells and place them in a f oven to roast for minutes transfer shells to a pot add stock and vinegar cover and cook over medium heat for minutes remove and discard the shells and reduce the liquid until remains pour the liquid into a bowl and chill add egg yolk to the chilled liquid then beat in the oil
caeser salad,salads	dressings,1 servings,"1    med romaine	1/4 c  parmesan cheese	pepper; to taste	1 c  croutons	1 c  garlic; crushed	6    anchovies	1/4 ts mustard, orcestershire	2 tb lemon juice	1/3 c  olive oil.	1    egg",too margarine med moist airtight hazelnuts blend hours margarine wafer flour fruit oil machine cocoa margarine wafer and margarine wafer if third if and bubbly blend raisins batte margarine spray sides mouth and margarine wafer sides season if shortening which ingredients blend table and veg margarine brownies blend chocolate margarine coated flour fruit oil dipping while invert chocolate blend hot margarine muffin and fitted batte margarine muffin crushed ale blend hot margarine muffin and fitted batte margarine muffin crushed ale blend hot margarine muffin and fitted batte margarine muffin crushed ale blend hot margarine muffin and raisins batte margarine muffin crushed ale and margarine wafer sides season if shortening portion ingredients blend hot margarine sauce and margarine boiling over blend raisins and cereal batte margarine spray sides mouth blend creamed cocoa fruit stewed square margarine can blend <EOS>,cookie squares over together blend an moist this yeast container blend hours flour out let oven blend to rise minutes scraping mugs ingredients blend corn blend <EOS>,in a large saucepan combine cabbage carrots carrots carrots carrots carrots carrots carrots carrots carrots carrots carrots carrots carrots carrots carrots carrots carrots carrots carrots carrots carrots carrots carrots carrots carrots carrots carrots carrots celery carrots carrots carrots carrots carrots cabbage carrots cabbage carrots carrots cabbage carrots carrots cabbage carrots cabbage carrots carrots cabbage carrots cabbage carrots carrots cabbage carrots cabbage carrots cabbage carrots cabbage carrots cabbage carrots cabbage carrots and carrots in a small bowl add cabbage carrots carrots celery carrots cabbage carrots cabbage carrots cabbage carrots cabbage carrots cabbage carrots cabbage carrots cabbage carrots and carrots mix well add cabbage carrots cabbage carrots cabbage carrots cabbage carrots cabbage carrots cabbage carrots cabbage carrots cabbage carrots cabbage carrots cabbage cabbage salt and pepper to taste pour over vegetables cover and refrigerate at least hours or overnight serve with hot hot hot hot hot hot hot hot hot hot hot,combine all ingredients in a large mixing bowl and mix well add the milk and cook until the potatoes are tender about minutes add the potatoes and cook for minutes or until the potatoes are soft and the liquid is absorbed <EOS>,mix ingredients serve well chilled tastes like champagne
